Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Puerto Rico,PRI,GNI (current US$),NY.GNP.MKTP.CD,70765100000
Puerto Rico,PRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Puerto Rico,PRI,Gini index,SI.POV.GINI,..
Puerto Rico,PRI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.3
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.438
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,176371267689.082
Qatar,QAT,GNI (current US$),NY.GNP.MKTP.CD,171961652307.692
Qatar,QAT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.80378007888794
Qatar,QAT,Gini index,SI.POV.GINI,..
Qatar,QAT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0.1
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.945
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,251677082534.495
Romania,ROU,GNI (current US$),NY.GNP.MKTP.CD,248106362712.884
Romania,ROU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.56695008277893
Romania,ROU,Gini index,SI.POV.GINI,34.8
Romania,ROU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.912
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.6073170731707
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1693115002708.32
Russian Federation,RUS,GNI (current US$),NY.GNP.MKTP.CD,1639594452707.88
Russian Federation,RUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.69561433792114
Russian Federation,RUS,Gini index,SI.POV.GINI,35.7
Russian Federation,RUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.513
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.0839024390244
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,10349300380.33
Rwanda,RWA,GNI (current US$),NY.GNP.MKTP.CD,10001278819.8817
Rwanda,RWA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.23868060112
Rwanda,RWA,Gini index,SI.POV.GINI,..
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.236
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.691
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,912950466.064906
Samoa,WSM,GNI (current US$),NY.GNP.MKTP.CD,877132815.606518
Samoa,WSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.39581727981567
Samoa,WSM,Gini index,SI.POV.GINI,..
Samoa,WSM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.269
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1616232125.12587
San Marino,SMR,GNI (current US$),NY.GNP.MKTP.CD,1479667047.50921
San Marino,SMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.37969994544983
San Marino,SMR,Gini index,SI.POV.GINI,..
San Marino,SMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.54
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,85.257
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,412976082.620705
Sao Tome and Principe,STP,GNI (current US$),NY.GNP.MKTP.CD,412519347.900467
Sao Tome and Principe,STP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.89931058883667
Sao Tome and Principe,STP,Gini index,SI.POV.GINI,..
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.043
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,838564800000
Saudi Arabia,SAU,GNI (current US$),NY.GNP.MKTP.CD,846719422506.667
Saudi Arabia,SAU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Saudi Arabia,SAU,Gini index,SI.POV.GINI,..
Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.636
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.313
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,23403995992.1354
Senegal,SEN,GNI (current US$),NY.GNP.MKTP.CD,22793623628.4741
Senegal,SEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.03527021408081
Senegal,SEN,Gini index,SI.POV.GINI,..
Senegal,SEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.863
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.668
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,53864693664.5568
Serbia,SRB,GNI (current US$),NY.GNP.MKTP.CD,51089361866.0137
Serbia,SRB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.61647009849548
Serbia,SRB,Gini index,SI.POV.GINI,34.5
Serbia,SRB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.395
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.9365853658537
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1868690096.73454
Seychelles,SYC,GNI (current US$),NY.GNP.MKTP.CD,1794024905.13602
Seychelles,SYC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.05055141448975
Seychelles,SYC,Gini index,SI.POV.GINI,..
Seychelles,SYC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.966
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.0463414634146
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,6523577590.38319
Sierra Leone,SLE,GNI (current US$),NY.GNP.MKTP.CD,6453832475.36326
Sierra Leone,SLE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.44701194763184
Sierra Leone,SLE,Gini index,SI.POV.GINI,..
Sierra Leone,SLE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.593
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,376901649222.451
Singapore,SGP,GNI (current US$),NY.GNP.MKTP.CD,333217559842.775
Singapore,SGP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.72951006889343
Singapore,SGP,Gini index,SI.POV.GINI,..
Singapore,SGP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.1
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.5951219512195
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1407880446.92737
Sint Maarten (Dutch part),SXM,GNI (current US$),NY.GNP.MKTP.CD,1358106648.04469
Sint Maarten (Dutch part),SXM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Sint Maarten (Dutch part),SXM,Gini index,SI.POV.GINI,..
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.68
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,105843498304.094
Slovak Republic,SVK,GNI (current US$),NY.GNP.MKTP.CD,103173702727.27
Slovak Republic,SVK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.27311992645264
Slovak Republic,SVK,Gini index,SI.POV.GINI,23.2
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.761
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.6658536585366
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,53909922735.545
Slovenia,SVN,GNI (current US$),NY.GNP.MKTP.CD,53555776974.3685
Slovenia,SVN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.89153003692627
Slovenia,SVN,Gini index,SI.POV.GINI,24.4
Slovenia,SVN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.446
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.5292682926829
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1619155017.3924
Solomon Islands,SLB,GNI (current US$),NY.GNP.MKTP.CD,1602564673.522
Solomon Islands,SLB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Solomon Islands,SLB,Gini index,SI.POV.GINI,..
Solomon Islands,SLB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.981
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,8655023960.002
Somalia,SOM,GNI (current US$),NY.GNP.MKTP.CD,8619332513.2951
Somalia,SOM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Somalia,SOM,Gini index,SI.POV.GINI,..
Somalia,SOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,18.828
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.249
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,389330032224.269
South Africa,ZAF,GNI (current US$),NY.GNP.MKTP.CD,379611912078.734
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.91158008575439
South Africa,ZAF,Gini index,SI.POV.GINI,..
South Africa,ZAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,28.468
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.071
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,..
South Sudan,SSD,GNI (current US$),NY.GNP.MKTP.CD,..
South Sudan,SSD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
South Sudan,SSD,Gini index,SI.POV.GINI,..
South Sudan,SSD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.129
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1403496387686.27
Spain,ESP,GNI (current US$),NY.GNP.MKTP.CD,1396786257474.51
Spain,ESP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.23021984100342
Spain,ESP,Gini index,SI.POV.GINI,34.3
Spain,ESP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,14.105
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.8317073170732
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,89014978344.1404
Sri Lanka,LKA,GNI (current US$),NY.GNP.MKTP.CD,86545573251.9399
Sri Lanka,LKA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Sri Lanka,LKA,Gini index,SI.POV.GINI,37.7
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.67
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.698
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1107855555.55556
St. Kitts and Nevis,KNA,GNI (current US$),NY.GNP.MKTP.CD,1091755555.55556
St. Kitts and Nevis,KNA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.98651361465454
St. Kitts and Nevis,KNA,Gini index,SI.POV.GINI,..
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.54
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,2095370370.37037
St. Lucia,LCA,GNI (current US$),NY.GNP.MKTP.CD,1970270370.37037
St. Lucia,LCA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.27267003059387
St. Lucia,LCA,Gini index,SI.POV.GINI,..
St. Lucia,LCA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.613
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.249
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,652206037.103874
St. Martin (French part),MAF,GNI (current US$),NY.GNP.MKTP.CD,..
St. Martin (French part),MAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
St. Martin (French part),MAF,Gini index,SI.POV.GINI,..
St. Martin (French part),MAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.078
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,910766666.666667
St. Vincent and the Grenadines,VCT,GNI (current US$),NY.GNP.MKTP.CD,908962962.962963
St. Vincent and the Grenadines,VCT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
St. Vincent and the Grenadines,VCT,Gini index,SI.POV.GINI,..
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.994
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,32338079165.2893
Sudan,SDN,GNI (current US$),NY.GNP.MKTP.CD,30717965586.7769
Sudan,SDN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Sudan,SDN,Gini index,SI.POV.GINI,..
Sudan,SDN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.803
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,4016040575.08796
Suriname,SUR,GNI (current US$),NY.GNP.MKTP.CD,3604040575.08796
Suriname,SUR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.77857303619385
Suriname,SUR,Gini index,SI.POV.GINI,..
Suriname,SUR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.773
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,532169294165.94
Sweden,SWE,GNI (current US$),NY.GNP.MKTP.CD,547611418095.424
Sweden,SWE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.63851022720337
Sweden,SWE,Gini index,SI.POV.GINI,29.3
Sweden,SWE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.833
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.109756097561
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,721369112726.724
Switzerland,CHE,GNI (current US$),NY.GNP.MKTP.CD,696318048854.117
Switzerland,CHE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.01438999176025
Switzerland,CHE,Gini index,SI.POV.GINI,34
Switzerland,CHE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.394
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.9048780487805
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,22583045060.0821
Syrian Arab Republic,SYR,GNI (current US$),NY.GNP.MKTP.CD,21724169919.4071
Syrian Arab Republic,SYR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Syrian Arab Republic,SYR,Gini index,SI.POV.GINI,..
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.97
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,8300813599.3084
Tajikistan,TJK,GNI (current US$),NY.GNP.MKTP.CD,9631287021.79045
Tajikistan,TJK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.48427629470825
Tajikistan,TJK,Gini index,SI.POV.GINI,..
Tajikistan,TJK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.962
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,61026731925.9213
Tanzania,TZA,GNI (current US$),NY.GNP.MKTP.CD,60012994185.1719
Tanzania,TZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.59683632850647
Tanzania,TZA,Gini index,SI.POV.GINI,..
Tanzania,TZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.007
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,543976691793.886
Thailand,THA,GNI (current US$),NY.GNP.MKTP.CD,523977887377.21
Thailand,THA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.02221417427063
Thailand,THA,Gini index,SI.POV.GINI,34.9
Thailand,THA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0.716
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.197
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,2032550400
Timor-Leste,TLS,GNI (current US$),NY.GNP.MKTP.CD,2869483800
Timor-Leste,TLS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.17968893051147
Timor-Leste,TLS,Gini index,SI.POV.GINI,..
Timor-Leste,TLS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.496
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,6992700101.37188
Togo,TGO,GNI (current US$),NY.GNP.MKTP.CD,7014819501.26785
Togo,TGO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.20166826248169
Togo,TGO,Gini index,SI.POV.GINI,..
Togo,TGO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.036
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.055
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,494197841.113077
Tonga,TON,GNI (current US$),NY.GNP.MKTP.CD,526879021.145671
Tonga,TON,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.27322959899902
Tonga,TON,Gini index,SI.POV.GINI,..
Tonga,TON,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.292
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,23775659262.5735
Trinidad and Tobago,TTO,GNI (current US$),NY.GNP.MKTP.CD,23168661689.018
Trinidad and Tobago,TTO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.54284954071045
Trinidad and Tobago,TTO,Gini index,SI.POV.GINI,..
Trinidad and Tobago,TTO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.523
Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.836
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,41905642418.825
Tunisia,TUN,GNI (current US$),NY.GNP.MKTP.CD,40813336000.5153
Tunisia,TUN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.1737322807312
Tunisia,TUN,Gini index,SI.POV.GINI,..
Tunisia,TUN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,17.153
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.599
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,761005915750.925
Turkiye,TUR,GNI (current US$),NY.GNP.MKTP.CD,749161915105.152
Turkiye,TUR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.44776010513306
Turkiye,TUR,Gini index,SI.POV.GINI,43.8
Turkiye,TUR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,13.73
Turkiye,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.737
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,45232857142.8571
Turkmenistan,TKM,GNI (current US$),NY.GNP.MKTP.CD,44588356857.1429
Turkmenistan,TKM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.12054991722107
Turkmenistan,TKM,Gini index,SI.POV.GINI,..
Turkmenistan,TKM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.405
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1177285211.72521
Turks and Caicos Islands,TCA,GNI (current US$),NY.GNP.MKTP.CD,1149285211.72521
Turks and Caicos Islands,TCA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.02971601486206
Turks and Caicos Islands,TCA,Gini index,SI.POV.GINI,..
Turks and Caicos Islands,TCA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Turks and Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.691
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,54123198.5662913
Tuvalu,TUV,GNI (current US$),NY.GNP.MKTP.CD,72178098.5424471
Tuvalu,TUV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Tuvalu,TUV,Gini index,SI.POV.GINI,..
Tuvalu,TUV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.109
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,35348155095.4215
Uganda,UGA,GNI (current US$),NY.GNP.MKTP.CD,34432253660.8401
Uganda,UGA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.30828070640564
Uganda,UGA,Gini index,SI.POV.GINI,42.7
Uganda,UGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.563
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.354
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,153883047509.577
Ukraine,UKR,GNI (current US$),NY.GNP.MKTP.CD,155795133939.49
Ukraine,UKR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.44129991531372
Ukraine,UKR,Gini index,SI.POV.GINI,26.6
Ukraine,UKR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.194
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.92
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,417989721734.494
United Arab Emirates,ARE,GNI (current US$),NY.GNP.MKTP.CD,420051262918.973
United Arab Emirates,ARE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.86020994186401
United Arab Emirates,ARE,Gini index,SI.POV.GINI,..
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.331
United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.596
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2851407164907.81
United Kingdom,GBR,GNI (current US$),NY.GNP.MKTP.CD,2848530128634.05
United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.26115989685059
United Kingdom,GBR,Gini index,SI.POV.GINI,32.8
United Kingdom,GBR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.657
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.3691219512195
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,21539982000000
United States,USA,GNI (current US$),NY.GNP.MKTP.CD,21764838000000
United States,USA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.95746994018555
United States,USA,Gini index,SI.POV.GINI,41.9
United States,USA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.669
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.7878048780488
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,62222325807.0578
Uruguay,URY,GNI (current US$),NY.GNP.MKTP.CD,59174795690.0189
Uruguay,URY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.62833976745605
Uruguay,URY,Gini index,SI.POV.GINI,39.7
Uruguay,URY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.836
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.503
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,67293639798.3996
Uzbekistan,UZB,GNI (current US$),NY.GNP.MKTP.CD,68029857950.0186
Uzbekistan,UZB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.29534673690796
Uzbekistan,UZB,Gini index,SI.POV.GINI,..
Uzbekistan,UZB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.98
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.093
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,936526267.622513
Vanuatu,VUT,GNI (current US$),NY.GNP.MKTP.CD,1070449523.89253
Vanuatu,VUT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.77407002449036
Vanuatu,VUT,Gini index,SI.POV.GINI,32.3
Vanuatu,VUT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.445
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.783
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,..
